"year","X","Y","latitude","pike","perch","stickleback","distance","BIASmean","SWM","fishing","totalTopPred","seal","corm2","DD","conn35","conn32","area_net_32","connected_area_net_32","node_id_32","area_net_35","connected_area_net_35","node_id_35","bay","fishPred","stickleback_int","RPD"
2001,673532.913195244,6701423.31812095,60.4117833333333,0,1.10058209330962,0,7156.3984375,NA,1272,69.8871577269315,109.036483764648,109.036483764648,0,205.629717014358,NA,NA,79405,202181.027866796,10022,97231,422804.991182739,10942,"Sölvesborgsviken",1,0,1
2001,673569.344077499,6701648.1494663,60.4137833333333,0,40.7215374524557,5.4381703434122,6942.849609375,NA,1699,69.8871577269315,109.036483764648,109.036483764648,0,205.629717014358,NA,NA,79405,202181.027866796,10022,97231,422804.991182739,10942,"Stenshamn",41,5,0.88218793828892
2001,673693.348267467,6701445.87502579,60.4119166666666,0,0,0,7041.10046361733,NA,958,69.8871577269315,109.036483764648,109.036483764648,0,205.629717014358,NA,NA,79405,202181.027866796,10022,97231,422804.991182739,10942,"Sölvesborgsviken",0,0,NA
2001,673812.146239663,6702234.23723485,60.4189333333333,0,0,0,6274.1899588044,NA,32257,69.8871577269315,103.860374450684,103.860374450684,0,205.629717014358,NA,NA,79405,202181.027866796,10022,10176,493386.725662408,10880,"utanför Valjeviken",0,0,NA
2001,673825.573865507,6702011.79302397,60.4169333333333,0,1.10058209330962,0,6476.1728515625,NA,9729,69.8871577269315,103.860374450684,103.860374450684,0,205.629717014358,NA,NA,79405,202181.027866796,10022,97231,422804.991182739,10942,"Oxaholm",1,0,1
2001,673902.778284231,6701686.44154264,60.4139833333333,0,9.90523883978651,10.8763406868244,6722.08649697424,NA,2288,69.8871577269315,109.036483764648,109.036483764648,0,205.629717014358,NA,NA,79405,202181.027866796,10022,97231,422804.991182739,10942,"utanför Valjeviken",10,11,0.476635514018692
2001,674120.593917606,6701493.51628731,60.41216,0,0,0,6790.04789713251,NA,15510,69.8871577269315,109.036483764648,109.036483764648,0,205.629717014358,NA,NA,79405,202181.027866796,10022,97231,422804.991182739,10942,"Oxaholm",0,0,NA
2001,674872.458395574,6703882.22504707,60.43325,0,0,0,4322.3358049196,NA,112095,69.8871577269315,106.315124511719,106.315124511719,0,205.679717013241,NA,NA,69453,168008.610340128,9887,70653,411441.424104745,10791,"Sölvesborgsviken",0,0,NA
2001,674913.626325618,6701826.181143,60.4148,0,0,0,6374.56396484375,NA,1530,69.8871577269315,123.465621948242,123.465621948242,0,205.629717014358,NA,NA,12501,161107.14381336,9947,17351,458743.841092646,10985,"utanför Valjeviken",0,0,NA
2001,677725.672614102,6699140.74174246,60.3895,0,30.5228100544533,0,8104.63525390625,NA,2714,66.9755852705717,184.677474975586,184.677474975586,0,203.729717056827,NA,NA,19150,217599.795443293,10125,34601,460613.921343337,11095,"Sölvesborgsviken",31,0,1
2001,679132.114899041,6698419.74472986,60.3824166666666,0.288902799493774,7.33721395539743,0,8753.677734375,NA,1409,70.4694722182035,201.804840087891,201.804840087891,0,203.729717056827,NA,NA,331981,121613.503922413,10197,56126,610123.251912377,11140,"utanför Valjeviken",8,0,1
2001,682848.618112033,6549896.97165815,59.04922,0,0,0,18073.939453125,NA,2563,524.831642825814,1336.76365852356,26.3867053985596,2620.75390625,222.589697654174,64219.4730955234,13160.2280261572,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",0,0,NA
2001,682857.976640936,6549809.31466314,59.04843,0,0,0,17993.83203125,NA,2304,524.831642825814,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,64915.0066770547,13377.9061617551,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",0,0,NA
2001,682880.308234233,6549895.13980113,59.04919,0,0,0,18056.33203125,NA,2681,524.831642825814,1336.76365852356,26.3867053985596,2620.75390625,222.589697654174,64068.5656306707,13061.7086288512,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",0,0,NA
2001,682881.652756173,6549794.83231401,59.04829,0,0,0,17965.6875,NA,2220,524.831642825814,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,64919.9427351927,13410.8025408962,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682883.010893981,6549958.83769195,59.04976,0,0,0,18112.27734375,NA,3766,524.831642825814,1336.76365852356,26.3867053985596,2620.75390625,221.969697668032,63531.7309233376,12955.9637842455,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Djupfjärden",0,0,NA
2001,682885.266637922,6549887.57000155,59.04912,7.25136934075014,0,0,18049.59765625,NA,2610,524.831642825814,1336.76365852356,26.3867053985596,2620.75390625,222.589697654174,64042.0425560196,13102.1377085482,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",7,0,1
2001,682889.189710822,6549649.09579306,59.04698,0,0,0,17872.013671875,NA,3167,326.796181400032,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,66317.7621034173,14020.4522922177,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",0,0,NA
2001,682896.337161225,6549920.4409368,59.04941,0,0,0,18073.453125,NA,3220,524.831642825814,1336.76365852356,26.3867053985596,2620.75390625,222.589697654174,63773.3992650684,13071.5367600127,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Djupfjärden",0,0,NA
2001,682899.041412788,6549815.73742253,59.04847,0,0,0,17977.888671875,NA,2224,524.831642825814,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,64591.1047814622,13393.6926791395,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",0,0,NA
2001,682910.142162673,6549872.02991128,59.04897,0,0,0,18025.7578125,NA,2363,524.831642825814,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,64036.6464466021,13132.9656813549,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682915.484398764,6549844.40412951,59.04872,0,0,0,17998.62890625,NA,2245,524.831642825814,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,64187.279138635,13203.9756662022,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Sölvesborgsviken",0,0,NA
2001,682919.918054562,6549895.91712538,59.04918,0,0,0,18046.8359375,NA,2656,524.831642825814,1336.76365852356,26.3867053985596,2620.75390625,222.589697654174,63825.1373912604,13132.5742135562,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682924.044474174,6549665.2592174,59.04711,0,0,0,17850.080078125,NA,2885,326.796181400032,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,65979.7646061811,13979.8721433657,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682925.394625723,6549781.30888674,59.04815,0,0,0,17934.61328125,NA,2149,326.796181400032,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,64787.4017045588,13495.2702939116,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682942.674963996,6549696.26101214,59.04738,0,0,0,17854.25390625,NA,2365,326.796181400032,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,65566.2794766867,13804.4983763486,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682944.529184788,6549609.36074087,59.0466,0,0,0,17802.896484375,NA,3362,326.796181400032,1701.66277313232,26.4867477416992,2492.35205078125,222.589697654174,66222.2697912585,14081.7354296385,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682967.717906546,6549725.3389114,59.04763,0,0,0,17866.78515625,NA,1923,326.796181400032,1336.8637008667,26.4867477416992,2620.75390625,222.589697654174,65112.0068652146,13644.1229584038,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",0,0,NA
2001,682973.921884818,6549559.46428908,59.04614,7.25136934075014,0,0,17756.55859375,NA,3230,326.796181400032,1701.66277313232,26.4867477416992,2492.35205078125,222.589697654174,66301.9381095419,14203.0648746773,10350,56669.5143033964,19345,58149,320468.852899775,19454,"Valjeviken",7,0,1
2001,684829.928660132,6552143.50407087,59.06851,0,0,0,19140.640625,NA,1752,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,55635.1846786932,13326.2296912484,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684849.425714367,6552167.86723998,59.06872,0,0,0,19113.677734375,NA,1888,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,55769.0679683857,13485.9982211825,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684853.080442933,6552127.89363226,59.06836,0,0,0,19134.048828125,NA,1482,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,55940.0093801334,13442.460207772,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684861.782328065,6552126.08362181,59.06834,0,0,0,19129.478515625,NA,1482,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,55923.0148531698,13457.0707482548,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684865.379355345,6552158.60072218,59.06863,0,0,0,19107.572265625,NA,1748,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,55877.0573549491,13548.2755486657,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684869.123194471,6552128.6689871,59.06836,0,0,0,19118.572265625,NA,1395,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,56026.9946100962,13601.5164895264,51748,15032.144125901,19117,19149,114790.071834807,19270,"Sölvesborgsviken",0,0,NA
2001,684872.897996923,6552181.2698171,59.06883,0,0,0,19084.546875,NA,1906,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,55969.9472178242,13601.5164895264,51748,15032.144125901,19117,19149,114790.071834807,19270,"Sölvesborgsviken",0,0,NA
2001,684880.456083455,6552143.71545507,59.06849,0,0,0,19101.2421875,NA,1636,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,56195.1855999115,13569.5165334747,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684884.377854473,6552133.86745516,59.0684,0,0,0,19103.859375,NA,1500,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,56174.1432890189,13584.5837246562,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,684897.483313911,6552147.88437443,59.06852,0,0,0,19086.484375,NA,1605,524.831642825814,1938.53681945801,26.7710723876953,0,221.969697668032,56255.4605529448,13715.580142549,51748,15032.144125901,19117,19149,114790.071834807,19270,"Valjeviken",0,0,NA
2001,692928.378666314,6558271.27369231,59.11986,0,0,0,21186.861328125,NA,2470,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71142.2264937837,19959.5535918418,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Valjeviken",0,0,NA
2001,692931.426938088,6558290.39055061,59.12003,0,0,0,21177.662109375,NA,2506,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71177.0324523755,19974.4137218025,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Djupfjärden",0,0,NA
2001,692953.389953256,6558287.03901013,59.11999,0,0,0,21158.767578125,NA,2848,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71149.5800536805,19966.1817218025,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Sölvesborgsviken",0,0,NA
2001,692957.807183163,6558301.7632778,59.12012,0,0,0,21151.673828125,NA,2524,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71199.8339109768,19995.9014072027,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Sölvesborgsviken",0,0,NA
2001,692973.636852038,6558283.60082442,59.11995,0,0,0,21139.173828125,NA,3905,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71100.1661786182,20050.3586002644,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Sölvesborgsviken",0,0,NA
2001,692979.385853018,6558317.35524622,59.12025,0,0,0,21134.677734375,NA,3434,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71292.6950187514,20031.7478228205,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Sölvesborgsviken",0,0,NA
2001,692986.353499932,6558304.32205732,59.12013,0,0,0,21127.103515625,NA,3604,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71102.6478081078,19930.5720756977,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Djupfjärden",0,0,NA
2001,692992.711768461,6558314.6826907,59.12022,0,0,0,21118.857421875,NA,4108,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71061.9291599141,19983.8311965159,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Valjeviken",0,0,NA
2001,693002.708514596,6558298.45632329,59.12007,0,0,0,21106.673828125,NA,4473,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71188.8814686993,20079.3277276206,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Sölvesborgsviken",0,0,NA
2001,693005.409390829,6558313.09386636,59.1202,0,0,0,21109.05859375,NA,4994,542.317269046517,924.31672668457,34.3167266845703,0,216.079716780783,71331.2687633189,20031.7478228205,222521,64939.9270989245,18996,14473,385268.327361066,18785,"Sölvesborgsviken",0,0,NA
2001,699125.673330678,6557856.64739268,59.11329,0,0,0,15171.4072265625,NA,494,422.02077042998,723.250312805176,37.7503128051758,0,213.909716829286,68469.5203198973,19739.6537815086,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Sölvesborgsviken",0,0,NA
2001,699133.782397965,6557800.17574429,59.11278,0,0,0,15209.443359375,NA,471,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68169.9934219253,19757.258474462,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Sölvesborgsviken",0,0,NA
2001,699134.089484919,6557849.27734874,59.11322,0,0,0,15173.4111328125,NA,516,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68332.6858482419,19641.234369152,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Sölvesborgsviken",0,0,NA
2001,699137.497547941,6557882.92258436,59.11352,0,0,0,15148.015625,NA,535,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68438.7756828477,19682.6184235776,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699142.55514564,6557774.97500681,59.11255,0,0,0,15228.046875,NA,532,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,67987.7016330901,19798.7756211425,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699149.545248049,6557761.95268322,59.11243,0,0,0,15238.9130859375,NA,482,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68109.7676987632,19956.8121619239,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699150.872124873,6557824.49448202,59.11299,0,0,0,15180.125,NA,569,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68360.0786070088,19786.2673968667,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699166.046313832,6557808.55241321,59.11284,0,0,0,15187.9296875,NA,566,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68118.8121856754,19696.2693531352,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699174.131024603,6557785.54700143,59.11263,0,0,0,15209.650390625,NA,519,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68219.7527195755,19909.639178631,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699179.155406127,6557876.17132878,59.11344,0,0,0,15123.6767578125,NA,566,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68528.5537041616,19741.9054322104,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Valjeviken",0,0,NA
2001,699182.985413252,6557956.69312966,59.11416,0,0,0,15075.015625,NA,469,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68775.6144596093,19858.5774463832,31495,87857.5590920622,18812,17947,290763.703967464,18793,"Sölvesborgsviken",0,0,NA
2001,699184.85153405,6557909.93602715,59.11374,0,0,0,15093.625,NA,562,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68536.1772401628,19733.1083350251,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Sölvesborgsviken",0,0,NA
2001,699198.142373001,6557963.06197415,59.11421,0,0,0,15057.3076171875,NA,487,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68784.1509381069,19890.1140497933,31495,87857.5590920622,18812,17947,290763.703967464,18793,"Sölvesborgsviken",0,0,NA
2001,699204.512818577,6557786.01671171,59.11262,0,0,0,15216.7666015625,NA,370,422.02077042998,321.30167388916,37.7503128051758,0,213.909716829286,68237.2441625569,19882.3412766436,31495,87857.5590920622,18812,188143,293096.991535519,19024,"Sölvesborgsviken",0,0,NA
2001,699427.45892681,6554591.47103137,59.08388,0,0,0,13272.70703125,NA,2417,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63779.6545701608,19182.2680907114,20097,94343.292291904,19030,86810,286122.737083066,19095,"Sölvesborgsviken",0,0,NA
2001,699435.333280807,6554550.60551202,59.08351,0,0,0,13240.8154296875,NA,2999,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63610.5409753495,19025.3498408839,20097,94343.292291904,19030,86810,286122.737083066,19095,"Sölvesborgsviken",0,0,NA
2001,699451.549130299,6554536.94921238,59.08338,0,0,0,13218.673828125,NA,3023,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63719.2876286381,19208.8865547412,20097,94343.292291904,19030,86810,286122.737083066,19095,"Sölvesborgsviken",0,0,NA
2001,699466.29739909,6554573.41746542,59.0837,0,0,0,13231.7529296875,NA,2926,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63688.7907893365,19037.2702548926,20097,94343.292291904,19030,86810,286122.737083066,19095,"Valjeviken",0,0,NA
2001,699474.00602142,6554524.73428688,59.08326,0,0,0,13196.6357421875,NA,4611,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63774.8922644824,19223.7797833929,20097,94343.292291904,19030,86810,286122.737083066,19095,"Sölvesborgsviken",0,0,NA
2001,699475.683667921,6554580.60084407,59.08376,0,0,0,13229.9130859375,NA,2565,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63921.4060126747,19223.7797833929,20097,94343.292291904,19030,86810,286122.737083066,19095,"Valjeviken",0,0,NA
2001,699480.371136655,6554512.7951277,59.08315,0,0,0,13179.64453125,NA,4865,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63787.1763561582,19169.592221617,20097,94343.292291904,19030,86810,286122.737083066,19095,"Valjeviken",0,0,NA
2001,699486.968569524,6554496.40578266,59.083,0,0,0,13166.6904296875,NA,5825,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63608.875041647,19059.671270764,20097,94343.292291904,19030,86810,286122.737083066,19095,"Sölvesborgsviken",0,0,NA
2001,699500.887401997,6554570.76061866,59.08366,0,0,0,13204.0048828125,NA,3078,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,64021.5170878819,19238.3125764025,20097,94343.292291904,19030,86810,286122.737083066,19095,"Valjeviken",0,0,NA
2001,699510.14014359,6554525.50482654,59.08325,0,0,0,13164.6689453125,NA,5807,275.309853275032,839.533050537109,34.3215026855469,0,215.479716794194,63827.4456272679,19079.4560763484,20097,94343.292291904,19030,86810,286122.737083066,19095,"Sölvesborgsviken",0,0,NA
2001,700885.140931638,6557858.4694012,59.11248,0,0,0,13384.8837890625,NA,3062,276.215676028939,789.347755432129,38.1112289428711,0,213.49971683845,76889.0809341791,23091.3621196144,11023,91206.5380641491,18764,33369,276936.694163001,18842,"Sölvesborgsviken",0,0,NA
2001,700888.898380553,6557874.28578594,59.11262,0,0,0,13388.5029296875,NA,3146,276.215676028939,789.347755432129,38.1112289428711,0,213.49971683845,76902.8821070114,23087.51480364,11023,91206.5380641491,18764,33369,276936.694163001,18842,"Sölvesborgsviken",0,0,NA
2001,700889.560920429,6557894.40177462,59.1128,0,0,0,13393.7021484375,NA,3151,276.215676028939,789.347755432129,38.1112289428711,0,213.49971683845,76948.9414109207,23097.0689671727,11023,91206.5380641491,18764,33369,276936.694163001,18842,"Sölvesborgsviken",0,0,NA
2001,700898.723361786,6557840.21868604,59.11231,0,0,0,13365.765625,NA,3597,276.215676028939,789.347755432129,38.1112289428711,479.473052978516,213.49971683845,77149.0946383649,23277.0343231803,11023,91206.5380641491,18764,33369,276936.694163001,18842,"Djupfjärden",0,0,NA
2001,700906.382044825,6557847.3154603,59.11237,0,0,0,13363.1015625,NA,3655,276.215676028939,789.347755432129,38.1112289428711,479.473052978516,213.49971683845,77128.4112793617,23224.3355728075,11023,91206.5380641491,18764,33369,276936.694163001,18842,"Sölvesborgsviken",0,0,NA
2001,700907.941180995,6557883.09730057,59.11269,0,0,0,13371.7333984375,NA,3408,276.215676028939,789.347755432129,38.1112289428711,0,213.49971683845,77178.2245019511,23178.7647840622,11023,91206.5380641491,18764,33369,276936.694163001,18842,"Sölvesborgsviken",0,0,NA
